Source;Target;Year
NASCIMENTO Álvaro Pereira;HERSCHMANN Micael M ;2002
OLIVEIRA JR Alcidesio de;HERSCHMANN Micael M ;2012
SILVA Redson dos Santos;HERSCHMANN Micael M ;2016
SOUSA NETO Miguel Rodrigues de;HERSCHMANN Micael M ;2011
DALLASTA Rodrigo Bonatto;HERZLICH Claudine;2021
DIAS Claudio Jose Piotrovski;HERZLICH Claudine;2012
HENRIQUES Adolfo Veiller Souza;HERZLICH Claudine;2021
LIMA Ana Claudia Teixeira de;HERZLICH Claudine;2019
NASCIMENTO Dilene Raimundo;HERZLICH Claudine;1999
RAMOS Lissandra Queiroga;HERZLICH Claudine;2016
SOUZA Italo Cristiano Silva e;HERZLICH Claudine;2014
VIANNA Eliza da Silva;HERZLICH Claudine;2014
CARDOSO Policleiton Rodrigues;HESPANHA António Manuel;2022
CARDOSO Policleiton Rodrigues;HESPANHA António Manuel;2022
GOMES Veronica de Jesus;HESPANHA António Manuel;2010
GOMES Veronica de Jesus;HESPANHA António Manuel;2019
LIMA Wallas Jefferson de;HESPANHA António Manuel;2021
ROCHA Cassio Bruno de Araujo;HESPANHA António Manuel;2014
ROCHA Cassio Bruno de Araujo;HESPANHA António Manuel;2021
SILVA Ronaldo Manoel da;HESPANHA António Manuel;2018
VIANA JR Mario Martins;HESPANHA António Manuel;2013
OLIVEIRA Rosana Medeiros de;HILAIRE Colette St;2011
SELEM Maria Celia Orlato;HILAIRE Colette St;2007
LEITE Letticia Batista Rodrigues;HINGLEY Richard ;2009
SILVA Filipe Noe da;HINGLEY Richard ;2016
ALVES Edhilson Dantas;HIRATA Helena;2021
BRITO Alexandre Magno Maciel Costa e;HIRATA Helena;2016
GOMES JR João;HIRATA Helena;2019
MACAO Izabel Rizzi;HIRATA Helena;2022
PAZ Thaís Terezinha;HIRATA Helena;2021
SILVA Claudielle Pavão da;HIRATA Helena;2016
SILVA Claudielle Pavão da;HIRATA Helena;2016
SILVA Natanael de Freitas;HIRATA Helena;2022
VIANA JR Mario Martins;HIRATA Helena;2013
CANABARRO Ronald;HIRSCHFELD Magnus ;2015
RODRIGUES Rita de Cassia Colaco;HIRSCHFELD Magnus ;2012
MAIA Renata Santos;HITE Shere ;2020
RODRIGUES Rita de Cassia Colaco;HITE Shere ;2012
SOARES Anderson da Silva;HITE Shere ;2016
SOUSA NETO Miguel Rodrigues de;HITE Shere ;2005
AFONSO Ana Paula Jardim Martins;HOBSBAWM Eric;2016
ANDRADE Marciano Vieira;HOBSBAWM Eric;2015
BANDEIRA Marcio Leopoldo Gomes;HOBSBAWM Eric;2006
BARBOSA Camila Nadedja Teixeira;HOBSBAWM Eric;2019
BARROS Bruna Aparecida;HOBSBAWM Eric;2017
BISPO Daniana de Oliveira;HOBSBAWM Eric;2017
BORTOLON Flavia ;HOBSBAWM Eric;2020
BRANDÃO Renata Rodrigues ;HOBSBAWM Eric;2015
CARDOSO Max Wesley Santos;HOBSBAWM Eric;2021
DALLASTA Rodrigo Bonatto;HOBSBAWM Eric;2021
DENIPOTI Cláudio ;HOBSBAWM Eric;1994
GOMES Elisa Mariana de Medeiros Nobrega;HOBSBAWM Eric;2007
GOMES JR João;HOBSBAWM Eric;2019
LEAL Camilla;HOBSBAWM Eric;2018
LIMA Michele Pires;HOBSBAWM Eric;2021
LORENZONI Andre Luis;HOBSBAWM Eric;2014
MAIA Renata Santos;HOBSBAWM Eric;2020
MEDEIROS Lucas;HOBSBAWM Eric;2022
MELO Kelyel Fortes de Resende;HOBSBAWM Eric;2020
MONTEIRO Johnnatan David Bia;HOBSBAWM Eric;2017
NASCIMENTO Cicera Maria castro do;HOBSBAWM Eric;2021
NOBREGA Isabela Silva;HOBSBAWM Eric;2015
NOGUEIRA Joanna Ribeiro;HOBSBAWM Eric;2016
NUNES Anderson Cruz;HOBSBAWM Eric;2017
OLIVEIRA JR Alcidesio de;HOBSBAWM Eric;2012
PETERS Carlos Eduardo Marotta;HOBSBAWM Eric;2010
PINTO Renato;HOBSBAWM Eric;2011
PINTO Rhanielly Pereira do Nascimento;HOBSBAWM Eric;2021
RIBAS Jorge Luiz Teixeira;HOBSBAWM Eric;2018
ROCHA Cassio Bruno de Araujo;HOBSBAWM Eric;2014
ROCHA Cassio Bruno de Araujo;HOBSBAWM Eric;2021
ROSSELLI Gabriela Brum;HOBSBAWM Eric;2018
SILVA Claudielle Pavão da;HOBSBAWM Eric;2016
SOUZA Italo Cristiano Silva e;HOBSBAWM Eric;2014
VASCONCELOS Osvaldo;HOBSBAWM Eric;2022
VIANA JR Mario Martins;HOBSBAWM Eric;2013
AGUIAR JR Fernando Domingos de;HOCHMAN Gilberto;2016
BELMONTE Pilar Rodriguez;HOCHMAN Gilberto;2009
HENRIQUES Adolfo Veiller Souza;HOCHMAN Gilberto;2021
LIMA Rodrigo Ramos;HOCHMAN Gilberto;2016
NASCIMENTO Dilene Raimundo;HOCHMAN Gilberto;1999
OLIVEIRA JR Alcidesio de;HOCHMAN Gilberto;2012
RAMOS Lissandra Queiroga;HOCHMAN Gilberto;2016
SANTOS Paulo Henrique Souza dos;HOCHMAN Gilberto;2022
SILVA Redson dos Santos;HOCHMAN Gilberto;2016
CUEVAS Clara Eliana;HOCQUENGHEM Guy ;2015
OLIVEIRA Rosana Medeiros de;HOCQUENGHEM Guy ;2011
RAMOS Jeferson;HOCQUENGHEM Guy ;2019
ROCHA Cassio Bruno de Araujo;HOCQUENGHEM Guy ;2021
RODRIGUES Rita de Cassia Colaco;HOCQUENGHEM Guy ;2012
SANTOS Patricia Lessa dos;HOCQUENGHEM Guy ;2007
SILVA Claudio Roberto da;HOCQUENGHEM Guy ;1998
SILVA Sandro Jose da;HOCQUENGHEM Guy ;2011
SOUSA NETO Miguel Rodrigues de;HOCQUENGHEM Guy ;2011
NOBREGA Isabela Silva;HOHLFELDT Antônio ;2015
VIEIRA Kyara Maria de Almeida;HOHLFELDT Antônio ;2014
FERRAZ Maria Cruz;HOLANDA Fabíola;2021
MARANHAO Du Flor Meinberg;HOLANDA Fabíola;2015
BARBOSA Camila Nadedja Teixeira;HOLANDA Karla ;2019
DONINI Barbara Brognoli;HOLANDA Karla ;2021
AFONSO Ana Paula Jardim Martins;HOLLANDA Heloisa Buarque de;2016
AMARILLO Claudia Patricia Rivera;HOLLANDA Heloisa Buarque de;2012
ANDRADE Marciano Vieira;HOLLANDA Heloisa Buarque de;2015
ARAUJO Patrícia Simone;HOLLANDA Heloisa Buarque de;2013
BATISTA Leticia Emilia;HOLLANDA Heloisa Buarque de;2020
BELMONTE Pilar Rodriguez;HOLLANDA Heloisa Buarque de;2009
BORTOLON Flavia ;HOLLANDA Heloisa Buarque de;2020
BRANDÃO Renata Rodrigues ;HOLLANDA Heloisa Buarque de;2015
COSTA Gerferson Damasceno;HOLLANDA Heloisa Buarque de;2018
DALLASTA Rodrigo Bonatto;HOLLANDA Heloisa Buarque de;2021
GALLINA Justina Franchi;HOLLANDA Heloisa Buarque de;2008
GAMA Elizabeth Castelano;HOLLANDA Heloisa Buarque de;2012
GODOY Fabricio Sparvoli;HOLLANDA Heloisa Buarque de;2022
GOMES Elisa Mariana de Medeiros Nobrega;HOLLANDA Heloisa Buarque de;2007
GONCALVES Alisson;HOLLANDA Heloisa Buarque de;2022
JATOBA Icaro;HOLLANDA Heloisa Buarque de;2021
KUMPERA Julia Aleksandra Martucci;HOLLANDA Heloisa Buarque de;2021
LEITE Letticia Batista Rodrigues;HOLLANDA Heloisa Buarque de;2009
LIMA Michele Pires;HOLLANDA Heloisa Buarque de;2021
LIMA Wallas Jefferson de;HOLLANDA Heloisa Buarque de;2014
MAIA Renata Santos;HOLLANDA Heloisa Buarque de;2020
MAIOR JR Paulo Roberto Souto;HOLLANDA Heloisa Buarque de;2019
MARIUSSO Victor Hugo da Silva Gomes;HOLLANDA Heloisa Buarque de;2015
MEDEIROS Lucas;HOLLANDA Heloisa Buarque de;2022
MEDEIROS Tiago Vidal;HOLLANDA Heloisa Buarque de;2020
NASCIMENTO Anne Raquel da Silva;HOLLANDA Heloisa Buarque de;2022
NOBREGA Isabela Silva;HOLLANDA Heloisa Buarque de;2015
NOGUEIRA Nadia Cristina;HOLLANDA Heloisa Buarque de;2005
OLIVEIRA Estevao Silva de;HOLLANDA Heloisa Buarque de;2020
PAIVA Ludmila Soares;HOLLANDA Heloisa Buarque de;2022
PERALTA Antonio Carlos Lopes;HOLLANDA Heloisa Buarque de;2000
REIS Gabbiana Clamer Fonseca Falavigna dos;HOLLANDA Heloisa Buarque de;2022
ROCHA Cassio Bruno de Araujo;HOLLANDA Heloisa Buarque de;2021
ROCHA Cassio Bruno de Araujo;HOLLANDA Heloisa Buarque de;2014
RODRIGUES Rita de Cassia Colaco;HOLLANDA Heloisa Buarque de;2012
SANTOS Patricia Lessa dos;HOLLANDA Heloisa Buarque de;2007
SANTOS Patricia Lessa dos;HOLLANDA Heloisa Buarque de;2007
SANTOS Rafael Franca Goncalves dos;HOLLANDA Heloisa Buarque de;2018
SANTOS Raian Souza;HOLLANDA Heloisa Buarque de;2020
SILVA Aline Nawara Cintra;HOLLANDA Heloisa Buarque de;2022
SILVA Camila Diane;HOLLANDA Heloisa Buarque de;2015
SILVA Gustavo Henrique Ramos;HOLLANDA Heloisa Buarque de;2018
SILVA Laercio Theodoro da;HOLLANDA Heloisa Buarque de;2012
SILVA Natanael de Freitas;HOLLANDA Heloisa Buarque de;2022
SOUSA NETO Miguel Rodrigues de;HOLLANDA Heloisa Buarque de;2005
VASCONCELOS Osvaldo;HOLLANDA Heloisa Buarque de;2022
VERAS Elias Ferreira;HOLLANDA Heloisa Buarque de;2015
VIANA JR Mario Martins;HOLLANDA Heloisa Buarque de;2013
VIEIRA Kyara Maria de Almeida;HOLLANDA Heloisa Buarque de;2014
GODOY Fabricio Sparvoli;HOLMES B ;2022
KIBUUKA Brian Gordon Lutalo;HOLMES B ;2021
LIMA Michele Pires;HONNETH Axel ;2021
RODRIGUES Rita de Cassia Colaco;HONNETH Axel ;2012
AFONSO Pablo Andrade;HOOKS bell;2022
BARBOSA Camila Nadedja Teixeira;HOOKS bell;2019
BATISTA Leticia Emilia;HOOKS bell;2020
COSTA NETO Olavio Bento;HOOKS bell;2020
DONINI Barbara Brognoli;HOOKS bell;2021
FRANCA Nayla Flavianne Borges Carvalho;HOOKS bell;2022
LIMA Michele Pires;HOOKS bell;2021
MARTINS Carla Cristina Siqueira;HOOKS bell;2020
PEREIRA Cristiane dos Santos;HOOKS bell;2010
PEREIRA Joao Lenon Siqueira;HOOKS bell;2020
SALDANHA Rafael Araujo;HOOKS bell;2010
SANTOS Patricia Lessa dos;HOOKS bell;2007
SANTOS Rafael Franca Goncalves dos;HOOKS bell;2018
SILVA Natanael de Freitas;HOOKS bell;2022
VIEIRA Adriana Fraga;HOOKS bell;2020
GOMES Veronica de Jesus;HOORNAERT Eduardo ;2010
MUNIN Pietra Mello;HOORNAERT Eduardo ;2018
PETERS Carlos Eduardo Marotta;HOORNAERT Eduardo ;2010
SOUSA NETO Miguel Rodrigues de;HOORNAERT Eduardo ;2011
BARATA Germana Fernandes;HORKHEIMER Max;2006
MARTINS Carla Cristina Siqueira;HORKHEIMER Max;2020
MOTA Frederico Alves;HORKHEIMER Max;2013
NOGUEIRA Joanna Ribeiro;HORKHEIMER Max;2016
PETERS Carlos Eduardo Marotta;HORKHEIMER Max;2010
AMARAL Darwin Santiago;HOUAISS Antônio ;2003
BARATA Germana Fernandes;HOUAISS Antônio ;2006
BRANDÃO Renata Rodrigues ;HOUAISS Antônio ;2015
CANABARRO Ronald;HOUAISS Antônio ;2015
GONÇALVES Maria Angela Gomes;HOWES Robert;2021
KUMPERA Julia Aleksandra Martucci;HOWES Robert;2021
MARTINELLI Leonardo da Silva;HOWES Robert;2019
PEREIRA Ronielyssom Cezar Souza;HOWES Robert;2017
RODRIGUES Rita de Cassia Colaco;HOWES Robert;2012
SILVA Fabio Ronaldo da;HOWES Robert;2017
SILVA Naylla Oliveira da;HOWES Robert;2019
GODOY Fabricio Sparvoli;HUBBARD T K ;2022
KIBUUKA Brian Gordon Lutalo;HUBBARD T K ;2021
AMARAL Darwin Santiago;HUNT Lynn;2003
BANDEIRA Marcio Leopoldo Gomes;HUNT Lynn;2006
COSTA Gerferson Damasceno;HUNT Lynn;2018
DENIPOTI Cláudio ;HUNT Lynn;1994
GOMES Elisa Mariana de Medeiros Nobrega;HUNT Lynn;2007
LINS Rivelynno da Costa;HUNT Lynn;2017
LORENZONI Andre Luis;HUNT Lynn;2014
MAIA Renata Santos;HUNT Lynn;2020
MAIOR JR Paulo Roberto Souto;HUNT Lynn;2015
NOBREGA Isabela Silva;HUNT Lynn;2015
REIS Gabbiana Clamer Fonseca Falavigna dos;HUNT Lynn;2022
RODRIGUES Rita de Cassia Colaco;HUNT Lynn;2012
SALDANHA Rafael Araujo;HUNT Lynn;2010
SANTOS Fernanda Cassia dos;HUNT Lynn;2012
SILVA Fabio Ronaldo da;HUNT Lynn;2010
SILVA Naylla Oliveira da;HUNT Lynn;2019
SILVA Sandro Jose da;HUNT Lynn;2011
SOUSA NETO Miguel Rodrigues de;HUNT Lynn;2005
VERAS Elias Ferreira;HUNT Lynn;2015
VIEIRA Adriana Fraga;HUNT Lynn;2020
ZAQUIEU Ana Paula Vianna;HUNT Lynn;2002
AMARAL Darwin Santiago;HUNTINGTON Samuel P ;2003
BATISTA Ana Cecilia Pereira;HUNTINGTON Samuel P ;2021
AMARILLO Claudia Patricia Rivera;HUTCHEON Linda;2012
CARDOSO Guilherme da Silva;HUTCHEON Linda;2022
SANTOS Patricia Lessa dos;HUTCHEON Linda;2007
SELEM Maria Celia Orlato;HUTCHEON Linda;2007
MAIA Renata Santos;INSAUSTI Santiago Joaquin ;2020
PINTO Rhanielly Pereira do Nascimento;INSAUSTI Santiago Joaquin ;2021
NOGUEIRA Nadia Cristina;IONTA Marilda Aparecida ;2005
PEREIRA Veronica Figueiredo;IONTA Marilda Aparecida ;2022
ROCHA Cassio Bruno de Araujo;IONTA Marilda Aparecida ;2021
SANTOS Rafael Franca Goncalves dos;IONTA Marilda Aparecida ;2018
SILVA Natanael de Freitas;IONTA Marilda Aparecida ;2017
SILVA Natanael de Freitas;IONTA Marilda Aparecida ;2022
AMARAL Darwin Santiago;ISAY Richard A ;2003
MAIOR JR Paulo Roberto Souto;ISAY Richard A ;2015
DUARTE Daniel Vital Silva;JABLONKA Ivan ;2015
SILVA Walber Ferreira da;JABLONKA Ivan ;2021
SOARES Bruno Cesar Brulon;JABLONKA Ivan ;2019
GOMES JR João;JABLONSKI Bernardo ;2019
SANTOS Helio Secretario dos;JABLONSKI Bernardo ;2013
CORDEIRO Luiz Henrique Bonifacio;JAEGER Werner Wilhelm ;2015
REIS Rachel Correia Lima;JAEGER Werner Wilhelm ;2002
ROMERO Sheila R;JAEGER Werner Wilhelm ;2008
SANTOS Daniel Barbosa dos;JAEGER Werner Wilhelm ;2003
SANTOS Daniel Barbosa dos;JAEGER Werner Wilhelm ;2009
SOUSA Luana Neres de;JAEGER Werner Wilhelm ;2008
SOUSA Luana Neres de;JAEGER Werner Wilhelm ;2013
BACH Luanna Fernanda da Cruz;JAGGAR Alison M ;2020
NOGUEIRA Joanna Ribeiro;JAGGAR Alison M ;2016
SANTOS Patricia Lessa dos;JAGGAR Alison M ;2007
VIANA JR Mario Martins;JAGGAR Alison M ;2013
BRANDÃO Renata Rodrigues ;JAGOSE Annamarie ;2015
MEDEIROS Talita Goncalves;JAGOSE Annamarie ;2015
PINTO Renato;JAGOSE Annamarie ;2011
ROCHA Cassio Bruno de Araujo;JAGOSE Annamarie ;2014
ROCHA Cassio Bruno de Araujo;JAGOSE Annamarie ;2021
SOUSA Luana Neres de;JANCSÓ István ;2013
VIANA JR Mario Martins;JANCSÓ István ;2013
ARAÚJO JR José Carlos;JANNELLI Maurizio ;2006
LIMA Michele Pires;JANNELLI Maurizio ;2021
VASCONCELOS Osvaldo;JANNELLI Maurizio ;2022
HENRIQUES Adolfo Veiller Souza;JARDIM Eduardo ;2021
VASCONCELOS Osvaldo;JARDIM Eduardo ;2022
FREITAS Talitta Tatiane Martins;JAUSS Hans Robert ;2016
REIS Gabbiana Clamer Fonseca Falavigna dos;JAUSS Hans Robert ;2022
MARTINS Carla Cristina Siqueira;JENKINS Henry;2020
MOTA Frederico Alves;JENKINS Henry;2013
ARAUJO Patrícia Simone;JENKINS Keith;2020
BANDEIRA Marcio Leopoldo Gomes;JENKINS Keith;2006
JESUS Cassiano Celestino;JENKINS Keith;2020
LEITE Letticia Batista Rodrigues;JENKINS Keith;2009
MAIA Renata Santos;JENKINS Keith;2020
SAMPAIO Filipe de Jesus;JENKINS Keith;2020
SANTOS Patricia Lessa dos;JENKINS Keith;2007
SELEM Maria Celia Orlato;JENKINS Keith;2007
SILVA Filipe Noe da;JENKINS Keith;2016
SILVA Natanael de Freitas;JENKINS Keith;2017
AMORIM Graziele Regina de;JEOLÁS Leila Sollberger ;2015
SILVEIRA NETO Adilio Luiz da;JEOLÁS Leila Sollberger ;2014
GOMES Fabio da Silva;JESUS Beto;2018
RODRIGUES Rita de Cassia Colaco;JESUS Beto;2012
VASCONCELOS Osvaldo;JESUS Carolina Maria de;2022
VIEIRA Adriana Fraga;JESUS Carolina Maria de;2020
NASCIMENTO Anne Raquel da Silva;JESUS Cassiano Celestino;2022
PAIVA Ludmila Soares;JESUS Cassiano Celestino;2022
SILVA Natanael de Freitas;JESUS Cassiano Celestino;2022
AZEVEDO Rafaela Costa de;JESUS Jaqueline Gomes de;2020
BARBOSA Camila Nadedja Teixeira;JESUS Jaqueline Gomes de;2019
CARDOZO Leidy Carolina Diaz;JESUS Jaqueline Gomes de;2018
GOMES Fabio da Silva;JESUS Jaqueline Gomes de;2018
LIMA Michele Pires;JESUS Jaqueline Gomes de;2021
MARANHAO Du Flor Meinberg;JESUS Jaqueline Gomes de;2015
MARTINS Carla Cristina Siqueira;JESUS Jaqueline Gomes de;2020
NICOLAU Marcio Almeida;JESUS Jaqueline Gomes de;2019
PAIVA Ludmila Soares;JESUS Jaqueline Gomes de;2022
QUEIROZ Marcos Tadeu Pereira de;JESUS Jaqueline Gomes de;2019
ROSSELLI Gabriela Brum;JESUS Jaqueline Gomes de;2018
SANTOS Rafael Franca Goncalves dos;JESUS Jaqueline Gomes de;2018
SILVA Lauri Miranda;JESUS Jaqueline Gomes de;2015
SILVA Natanael de Freitas;JESUS Jaqueline Gomes de;2017
SOUZA Mariana Barbosa;JESUS Jaqueline Gomes de;2022
SOUZA Paulo Vitor Guedes de;JESUS Jaqueline Gomes de;2022
TEDESCO Caio de Souza;JESUS Jaqueline Gomes de;2022
VASCONCELOS Osvaldo;JESUS Jaqueline Gomes de;2022
VIEIRA Adriana Fraga;JESUS Jaqueline Gomes de;2020
CASTRO Alana Albuquerque de;JIMÉNEZ Rafael M Mérida ;2022
MAIOR JR Paulo Roberto Souto;JIMÉNEZ Rafael M Mérida ;2015
NICOLAU Marcio Almeida;JIMÉNEZ Rafael M Mérida ;2019
PINTO Matheus Rodrigues;JIMÉNEZ Rafael M Mérida ;2015
VASCONCELOS Osvaldo;JIMÉNEZ Rafael M Mérida ;2022
VERAS Elias Ferreira;JIMÉNEZ Rafael M Mérida ;2015
VIEIRA Kyara Maria de Almeida;JIMÉNEZ Rafael M Mérida ;2014
AFONSO Ana Paula Jardim Martins;JODELET Denise;2016
AZEVEDO Rafaela Costa de;JODELET Denise;2020
BRITO Alexandre Magno Maciel Costa e;JODELET Denise;2016
COSTA Gerferson Damasceno;JODELET Denise;2018
KIBUUKA Brian Gordon Lutalo;JODELET Denise;2021
MAIOR JR Paulo Roberto Souto;JODELET Denise;2019
MOTA Frederico Alves;JODELET Denise;2013
NOGUEIRA Joanna Ribeiro;JODELET Denise;2016
RIBAS Jorge Luiz Teixeira;JODELET Denise;2018
SANTOS Patricia Lessa dos;JODELET Denise;2007
SELEM Maria Celia Orlato;JODELET Denise;2007
SILVA Daniel Henrique de Oliveira;JODELET Denise;2016
SILVA Fabio Ronaldo da;JODELET Denise;2010
SILVA Gustavo Henrique Ramos;JODELET Denise;2018
DALLASTA Rodrigo Bonatto;JOFFILY Mariana ;2021
MEDEIROS Tiago Vidal;JOFFILY Mariana ;2020
SANTOS Raian Souza;JOFFILY Mariana ;2020
SILVA Natanael de Freitas;JOFFILY Mariana ;2022
DUARTE Daniel Vital Silva;JOHANSSON Warren ;2015
SANTOS Daniel Barbosa dos;JOHANSSON Warren ;2009
BARBOSA Camila Nadedja Teixeira;JOHNSON Richard;2019
GALLINA Justina Franchi;JOHNSON Richard;2008
OLIVEIRA Augusta da Silveira de;JOHNSON Richard;2018
MAIOR JR Paulo Roberto Souto;JOHNSON Virginia E ;2015
SILVA Claudio Roberto da;JOHNSON Virginia E ;1998
AMORIM Graziele Regina de;JOLY Martine ;2015
SANTOS Patricia Lessa dos;JOLY Martine ;2007
JESUS Cassiano Celestino;JORDAN Mark ;2020
PINTO Matheus Rodrigues;JORDAN Mark ;2015
AMARAL Darwin Santiago;JORGE Miguel ;2003
ARAUJO Patrícia Simone;JORGE Miguel ;2013
AZEVEDO Ciro Linhares de;JOVCHELOVITCH Sandra;2015
AZEVEDO Ciro Linhares de;JOVCHELOVITCH Sandra;2015
MARTINELLI Leonardo da Silva;JOVCHELOVITCH Sandra;2019
MOTA Frederico Alves;JOVCHELOVITCH Sandra;2013
NASCIMENTO Dilene Raimundo;JOVCHELOVITCH Sandra;1999
NOGUEIRA Joanna Ribeiro;JOVCHELOVITCH Sandra;2016
NOGUEIRA Joanna Ribeiro;JOVCHELOVITCH Sandra;2016
RODRIGUES Rita de Cassia Colaco;JOVCHELOVITCH Sandra;2012
BACH Luanna Fernanda da Cruz;JULIA Dominique;2020
GOMES Elisa Mariana de Medeiros Nobrega;JULIA Dominique;2007
GONCALVES Jose Claudio Leoncio;JULIA Dominique;2018
MOTA Frederico Alves;JULIA Dominique;2013
NASCIMENTO Dilene Raimundo;JULIA Dominique;1999
SILVA Josean Ricardo de Souza e;JULIA Dominique;2018
VIEIRA Adriana Fraga;JULIA Dominique;2020
SOARES Bruno Cesar Brulon;JUNG Carl Gustav ;2019
VIANA JR Mario Martins;JUNG Carl Gustav ;2013
ALVES Edhilson Dantas;JUNQUEIRA Rogério Diniz;2021
ARRUDA Guilherme Lima de Arruda;JUNQUEIRA Rogério Diniz;2020
BARRETO Juliano Bezerra de Menezes;JUNQUEIRA Rogério Diniz;2020
CAVALHEIRO Leticia Campagnolo;JUNQUEIRA Rogério Diniz;2020
FRANCA Nayla Flavianne Borges Carvalho;JUNQUEIRA Rogério Diniz;2022
GOMES Fabio da Silva;JUNQUEIRA Rogério Diniz;2018
GOMES Mauricio Pereira;JUNQUEIRA Rogério Diniz;2014
LIMA Ana Claudia Teixeira de;JUNQUEIRA Rogério Diniz;2019
MEDEIROS Talita Goncalves;JUNQUEIRA Rogério Diniz;2015
OLIVEIRA Rosana Medeiros de;JUNQUEIRA Rogério Diniz;2011
QUEIROZ Marcos Tadeu Pereira de;JUNQUEIRA Rogério Diniz;2019
SAMPAIO Filipe de Jesus;JUNQUEIRA Rogério Diniz;2020
SILVA Josean Ricardo de Souza e;JUNQUEIRA Rogério Diniz;2018
SILVA Josean Ricardo de Souza e;JUNQUEIRA Rogério Diniz;2018
SILVA Lauri Miranda;JUNQUEIRA Rogério Diniz;2015
SILVA Tiago Vidal da;JUNQUEIRA Rogério Diniz;2022
MARTINS Carla Cristina Siqueira;KAAS Hailey ;2020
SANTOS Rafael Franca Goncalves dos;KAAS Hailey ;2018
MELO Kelyel Fortes de Resende;KAFKA Franz ;2020
VASCONCELOS Osvaldo;KAFKA Franz ;2022
PEREIRA Joao Lenon Siqueira;KAMEL Ali ;2020
SILVA Tiago Vidal da;KAMEL Ali ;2022
AFONSO Ana Paula Jardim Martins;KAPLAN E Ann ;2016
BARBOSA Camila Nadedja Teixeira;KAPLAN E Ann ;2019
AMORIM Graziele Regina de;KARNAL Leandro;2015
BARROS Bruna Aparecida;KARNAL Leandro;2017
CAVALHEIRO Leticia Campagnolo;KARNAL Leandro;2020
DALLASTA Rodrigo Bonatto;KARNAL Leandro;2021
MARTINS Carla Cristina Siqueira;KARNAL Leandro;2020
MEDEIROS Lucas;KARNAL Leandro;2022
RIBEIRO JR Benedito Inacio;KARNAL Leandro;2016
BRANDÃO Renata Rodrigues ;KATZ Jonathan Ned;2015
CARNEIRO Aílton José dos Santos;KATZ Jonathan Ned;2017
CARVALHO Mozart Matheus de Andrade;KATZ Jonathan Ned;2022
CAVALCANTE Lais Medeiros;KATZ Jonathan Ned;2014
GONCALVES Mateus Henrique Siqueira;KATZ Jonathan Ned;2022
LINS Rivelynno da Costa;KATZ Jonathan Ned;2017
MARIUSSO Victor Hugo da Silva Gomes;KATZ Jonathan Ned;2015
MELO Kelyel Fortes de Resende;KATZ Jonathan Ned;2020
NOGUEIRA Nadia Cristina;KATZ Jonathan Ned;2005
SANTOS Daniel Barbosa dos;KATZ Jonathan Ned;2009
SILVA Rafaella de Sousa;KATZ Jonathan Ned;2014
SILVA Sandro Jose da;KATZ Jonathan Ned;2011
SOARES Bruno Cesar Brulon;KATZ Jonathan Ned;2019
SOUSA NETO Miguel Rodrigues de;KATZ Jonathan Ned;2011
DAVI Edmar Henrique D ;KAUFMAN M ;2004
KIBUUKA Brian Gordon Lutalo;KAUFMAN M ;2021
DALLASTA Rodrigo Bonatto;KAUFMAN Susana ;2021
MAIA Renata Santos;KAUFMAN Susana ;2020
BACH Luanna Fernanda da Cruz;KEHL Maria Rita ;2020
REIS Gabbiana Clamer Fonseca Falavigna dos;KEHL Maria Rita ;2022
SANTOS Fernanda Cassia dos;KEHL Maria Rita ;2012
SOARES Anderson da Silva;KEHL Maria Rita ;2016
BACH Luanna Fernanda da Cruz;KELLNER Douglas;2020
BRANDÃO Renata Rodrigues ;KELLNER Douglas;2015
MARTINS Carla Cristina Siqueira;KELLNER Douglas;2020
OCANHA Rafael Freitas;KELLNER Douglas;2014
REIS Gabbiana Clamer Fonseca Falavigna dos;KELLNER Douglas;2022
ROSSELLI Gabriela Brum;KELLNER Douglas;2018
SANTOS Leonardo Stabele;KELLNER Douglas;2022
SILVA Clodoaldo Oliveira;KELLNER Douglas;2021
SILVA Gustavo Henrique Ramos;KELLNER Douglas;2018
SILVA Jefferson Luiz Balbino Lourenço da;KELLNER Douglas;2019
SOARES Bruno Cesar Brulon;KELLNER Douglas;2019
TROVAO Flavio Vilas-Boas;KELLNER Douglas;2010
DUARTE Daniel Vital Silva;KENNEDY Hubert;2015
SANTOS Daniel Barbosa dos;KENNEDY Hubert;2009
FREITAS Talitta Tatiane Martins;KERBER Alessander ;2016
ROSSELLI Gabriela Brum;KERBER Alessander ;2018
ROMERO Sheila R;KILMER Martin F ;2008
SANTOS Daniel Barbosa dos;KILMER Martin F ;2009
AGUIAR Juno Nedel Mendes de;KILOMBA Grada;2020
BARBOSA Camila Nadedja Teixeira;KILOMBA Grada;2019
FRANCA Nayla Flavianne Borges Carvalho;KILOMBA Grada;2022
MARTINS Carla Cristina Siqueira;KILOMBA Grada;2020
SILVA Jaine Chianca da;KILOMBA Grada;2021
VIEIRA Adriana Fraga;KILOMBA Grada;2020
ASSIS Eduardo Moreira;KIMMEL Michael ;2011
CARVALHO Mozart Matheus de Andrade;KIMMEL Michael ;2022
DUARTE Daniel Vital Silva;KIMMEL Michael ;2015
REIS Gabbiana Clamer Fonseca Falavigna dos;KIMMEL Michael ;2022
SILVA Natanael de Freitas;KIMMEL Michael ;2017
SILVA Natanael de Freitas;KIMMEL Michael ;2022
MAIA Renata Santos;KINSEY Alfred ;2020
